type	method	adverb	kind	provenance
TriangleLeftN	repeated	as	runtime	declared
TriangleLeftN	repeated	with	runtime	declared
TriangleLeftN	rotor	partial	runtime	declared
TriangleLeftN	squish	as	runtime	declared
TriangleLeftN	squish	with	runtime	declared
TriangleLeftN	toggle	off	runtime	declared
TriangleLeftN	unique	as	runtime	declared
TriangleLeftN	unique	with	runtime	declared
TriangleList	batch	elems	runtime	declared
TriangleList	categorize	as	runtime	declared
TriangleList	categorize	into	runtime	declared
TriangleList	classify	as	runtime	declared
TriangleList	classify	into	runtime	declared
TriangleList	first	end	runtime	declared
TriangleList	flatmap	label	runtime	declared
TriangleList	map	deep	runtime	declared
TriangleList	map	duck	runtime	declared
TriangleList	map	flat	runtime	declared
TriangleList	map	item	runtime	declared
TriangleList	map	label	runtime	declared
TriangleList	map	node	runtime	declared
TriangleList	max	by	runtime	declared
TriangleList	max	k	runtime	declared
TriangleList	max	kv	runtime	declared
TriangleList	max	p	runtime	declared
TriangleList	max	v	runtime	declared
TriangleList	min	by	runtime	declared
TriangleList	min	k	runtime	declared
TriangleList	min	kv	runtime	declared
TriangleList	min	p	runtime	declared
TriangleList	min	v	runtime	declared
TriangleList	minmax	by	runtime	declared
TriangleList	repeated	as	runtime	declared
TriangleList	repeated	with	runtime	declared
TriangleList	rotor	partial	runtime	declared
TriangleList	squish	as	runtime	declared
TriangleList	squish	with	runtime	declared
TriangleList	toggle	off	runtime	declared
TriangleList	unique	as	runtime	declared
TriangleList	unique	with	runtime	declared
TriangleListInfix	batch	elems	runtime	declared
TriangleListInfix	categorize	as	runtime	declared
TriangleListInfix	categorize	into	runtime	declared
TriangleListInfix	classify	as	runtime	declared
TriangleListInfix	classify	into	runtime	declared
TriangleListInfix	first	end	runtime	declared
TriangleListInfix	flatmap	label	runtime	declared
TriangleListInfix	map	deep	runtime	declared
TriangleListInfix	map	duck	runtime	declared
TriangleListInfix	map	flat	runtime	declared
TriangleListInfix	map	item	runtime	declared
TriangleListInfix	map	label	runtime	declared
TriangleListInfix	map	node	runtime	declared
TriangleListInfix	max	by	runtime	declared
TriangleListInfix	max	k	runtime	declared
TriangleListInfix	max	kv	runtime	declared
TriangleListInfix	max	p	runtime	declared
TriangleListInfix	max	v	runtime	declared
TriangleListInfix	min	by	runtime	declared
TriangleListInfix	min	k	runtime	declared
TriangleListInfix	min	kv	runtime	declared
TriangleListInfix	min	p	runtime	declared
TriangleListInfix	min	v	runtime	declared
TriangleListInfix	minmax	by	runtime	declared
TriangleListInfix	repeated	as	runtime	declared
TriangleListInfix	repeated	with	runtime	declared
TriangleListInfix	rotor	partial	runtime	declared
TriangleListInfix	squish	as	runtime	declared
TriangleListInfix	squish	with	runtime	declared
TriangleListInfix	toggle	off	runtime	declared
TriangleListInfix	unique	as	runtime	declared
TriangleListInfix	unique	with	runtime	declared
Truthy	batch	elems	runtime	declared
Truthy	categorize	as	runtime	declared
Truthy	categorize	into	runtime	declared
Truthy	classify	as	runtime	declared
Truthy	classify	into	runtime	declared
Truthy	first	end	runtime	declared
Truthy	flatmap	label	runtime	declared
Truthy	map	deep	runtime	declared
Truthy	map	duck	runtime	declared
Truthy	map	flat	runtime	declared
Truthy	map	item	runtime	declared
Truthy	map	label	runtime	declared
Truthy	map	node	runtime	declared
Truthy	max	by	runtime	declared
Truthy	max	k	runtime	declared
Truthy	max	kv	runtime	declared
Truthy	max	p	runtime	declared
Truthy	max	v	runtime	declared
Truthy	min	by	runtime	declared
Truthy	min	k	runtime	declared
Truthy	min	kv	runtime	declared
Truthy	min	p	runtime	declared
Truthy	min	v	runtime	declared
Truthy	minmax	by	runtime	declared
Truthy	repeated	as	runtime	declared
Truthy	repeated	with	runtime	declared
Truthy	rotor	partial	runtime	declared
Truthy	squish	as	runtime	declared
Truthy	squish	with	runtime	declared
Truthy	toggle	off	runtime	declared
Truthy	unique	as	runtime	declared
Truthy	unique	with	runtime	declared
TwoValues	batch	elems	runtime	declared
TwoValues	categorize	as	runtime	declared
TwoValues	categorize	into	runtime	declared
TwoValues	classify	as	runtime	declared
TwoValues	classify	into	runtime	declared
TwoValues	first	end	runtime	declared
TwoValues	flatmap	label	runtime	declared
TwoValues	map	deep	runtime	declared
TwoValues	map	duck	runtime	declared
TwoValues	map	flat	runtime	declared
TwoValues	map	item	runtime	declared
TwoValues	map	label	runtime	declared
TwoValues	map	node	runtime	declared
TwoValues	max	by	runtime	declared
TwoValues	max	k	runtime	declared
TwoValues	max	kv	runtime	declared
TwoValues	max	p	runtime	declared
TwoValues	max	v	runtime	declared
TwoValues	min	by	runtime	declared
TwoValues	min	k	runtime	declared
TwoValues	min	kv	runtime	declared
TwoValues	min	p	runtime	declared
TwoValues	min	v	runtime	declared
TwoValues	minmax	by	runtime	declared
TwoValues	repeated	as	runtime	declared
TwoValues	repeated	with	runtime	declared
TwoValues	rotor	partial	runtime	declared
TwoValues	squish	as	runtime	declared
TwoValues	squish	with	runtime	declared
TwoValues	toggle	off	runtime	declared
TwoValues	unique	as	runtime	declared
TwoValues	unique	with	runtime	declared
TypeEnv	new-from-ctx	boundary-by	runtime	declared
UnendingValue	batch	elems	runtime	declared
UnendingValue	categorize	as	runtime	declared
UnendingValue	categorize	into	runtime	declared
UnendingValue	classify	as	runtime	declared
UnendingValue	classify	into	runtime	declared
UnendingValue	first	end	runtime	declared
UnendingValue	flatmap	label	runtime	declared
UnendingValue	map	deep	runtime	declared
UnendingValue	map	duck	runtime	declared
UnendingValue	map	flat	runtime	declared
UnendingValue	map	item	runtime	declared
UnendingValue	map	label	runtime	declared
UnendingValue	map	node	runtime	declared
UnendingValue	max	by	runtime	declared
UnendingValue	max	k	runtime	declared
UnendingValue	max	kv	runtime	declared
UnendingValue	max	p	runtime	declared
UnendingValue	max	v	runtime	declared
UnendingValue	min	by	runtime	declared
UnendingValue	min	k	runtime	declared
UnendingValue	min	kv	runtime	declared
UnendingValue	min	p	runtime	declared
UnendingValue	min	v	runtime	declared
UnendingValue	minmax	by	runtime	declared
UnendingValue	repeated	as	runtime	declared
UnendingValue	repeated	with	runtime	declared
UnendingValue	rotor	partial	runtime	declared
UnendingValue	squish	as	runtime	declared
UnendingValue	squish	with	runtime	declared
UnendingValue	toggle	off	runtime	declared
UnendingValue	unique	as	runtime	declared
UnendingValue	unique	with	runtime	declared
Uni	encode	replacement	runtime	declared
Uni	encode	strict	runtime	declared
Uni	encode	translate-nl	runtime	declared
UniList	batch	elems	runtime	declared
UniList	categorize	as	runtime	declared
UniList	categorize	into	runtime	declared
UniList	classify	as	runtime	declared
UniList	classify	into	runtime	declared
UniList	first	end	runtime	declared
UniList	flatmap	label	runtime	declared
UniList	map	deep	runtime	declared
UniList	map	duck	runtime	declared
UniList	map	flat	runtime	declared
UniList	map	item	runtime	declared
UniList	map	label	runtime	declared
UniList	map	node	runtime	declared
UniList	max	by	runtime	declared
UniList	max	k	runtime	declared
UniList	max	kv	runtime	declared
UniList	max	p	runtime	declared
UniList	max	v	runtime	declared
UniList	min	by	runtime	declared
UniList	min	k	runtime	declared
UniList	min	kv	runtime	declared
UniList	min	p	runtime	declared
UniList	min	v	runtime	declared
UniList	minmax	by	runtime	declared
UniList	repeated	as	runtime	declared
UniList	repeated	with	runtime	declared
UniList	rotor	partial	runtime	declared
UniList	squish	as	runtime	declared
UniList	squish	with	runtime	declared
UniList	toggle	off	runtime	declared
UniList	unique	as	runtime	declared
UniList	unique	with	runtime	declared
UnicodeyIterator	batch	elems	runtime	declared
UnicodeyIterator	categorize	as	runtime	declared
UnicodeyIterator	categorize	into	runtime	declared
UnicodeyIterator	classify	as	runtime	declared
UnicodeyIterator	classify	into	runtime	declared
UnicodeyIterator	first	end	runtime	declared
UnicodeyIterator	flatmap	label	runtime	declared
UnicodeyIterator	map	deep	runtime	declared
UnicodeyIterator	map	duck	runtime	declared
UnicodeyIterator	map	flat	runtime	declared
UnicodeyIterator	map	item	runtime	declared
UnicodeyIterator	map	label	runtime	declared
UnicodeyIterator	map	node	runtime	declared
UnicodeyIterator	max	by	runtime	declared
UnicodeyIterator	max	k	runtime	declared
UnicodeyIterator	max	kv	runtime	declared
UnicodeyIterator	max	p	runtime	declared
UnicodeyIterator	max	v	runtime	declared
UnicodeyIterator	min	by	runtime	declared
UnicodeyIterator	min	k	runtime	declared
UnicodeyIterator	min	kv	runtime	declared
UnicodeyIterator	min	p	runtime	declared
UnicodeyIterator	min	v	runtime	declared
UnicodeyIterator	minmax	by	runtime	declared
UnicodeyIterator	repeated	as	runtime	declared
UnicodeyIterator	repeated	with	runtime	declared
UnicodeyIterator	rotor	partial	runtime	declared
UnicodeyIterator	squish	as	runtime	declared
UnicodeyIterator	squish	with	runtime	declared
UnicodeyIterator	toggle	off	runtime	declared
UnicodeyIterator	unique	as	runtime	declared
UnicodeyIterator	unique	with	runtime	declared
UninamesIterator	batch	elems	runtime	declared
UninamesIterator	categorize	as	runtime	declared
UninamesIterator	categorize	into	runtime	declared
UninamesIterator	classify	as	runtime	declared
UninamesIterator	classify	into	runtime	declared
UninamesIterator	first	end	runtime	declared
UninamesIterator	flatmap	label	runtime	declared
UninamesIterator	map	deep	runtime	declared
UninamesIterator	map	duck	runtime	declared
UninamesIterator	map	flat	runtime	declared
UninamesIterator	map	item	runtime	declared
UninamesIterator	map	label	runtime	declared
UninamesIterator	map	node	runtime	declared
UninamesIterator	max	by	runtime	declared
UninamesIterator	max	k	runtime	declared
UninamesIterator	max	kv	runtime	declared
UninamesIterator	max	p	runtime	declared
UninamesIterator	max	v	runtime	declared
UninamesIterator	min	by	runtime	declared
UninamesIterator	min	k	runtime	declared
UninamesIterator	min	kv	runtime	declared
UninamesIterator	min	p	runtime	declared
UninamesIterator	min	v	runtime	declared
UninamesIterator	minmax	by	runtime	declared
UninamesIterator	repeated	as	runtime	declared
UninamesIterator	repeated	with	runtime	declared
UninamesIterator	rotor	partial	runtime	declared
UninamesIterator	squish	as	runtime	declared
UninamesIterator	squish	with	runtime	declared
UninamesIterator	toggle	off	runtime	declared
UninamesIterator	unique	as	runtime	declared
UninamesIterator	unique	with	runtime	declared
UnipropsIterator	batch	elems	runtime	declared
UnipropsIterator	categorize	as	runtime	declared
UnipropsIterator	categorize	into	runtime	declared
UnipropsIterator	classify	as	runtime	declared
UnipropsIterator	classify	into	runtime	declared
UnipropsIterator	first	end	runtime	declared
UnipropsIterator	flatmap	label	runtime	declared
UnipropsIterator	map	deep	runtime	declared
UnipropsIterator	map	duck	runtime	declared
UnipropsIterator	map	flat	runtime	declared
UnipropsIterator	map	item	runtime	declared
UnipropsIterator	map	label	runtime	declared
UnipropsIterator	map	node	runtime	declared
UnipropsIterator	max	by	runtime	declared
UnipropsIterator	max	k	runtime	declared
UnipropsIterator	max	kv	runtime	declared
UnipropsIterator	max	p	runtime	declared
UnipropsIterator	max	v	runtime	declared
UnipropsIterator	min	by	runtime	declared
UnipropsIterator	min	k	runtime	declared
UnipropsIterator	min	kv	runtime	declared
UnipropsIterator	min	p	runtime	declared
UnipropsIterator	min	v	runtime	declared
UnipropsIterator	minmax	by	runtime	declared
UnipropsIterator	repeated	as	runtime	declared
UnipropsIterator	repeated	with	runtime	declared
UnipropsIterator	rotor	partial	runtime	declared
UnipropsIterator	squish	as	runtime	declared
UnipropsIterator	squish	with	runtime	declared
UnipropsIterator	toggle	off	runtime	declared
UnipropsIterator	unique	as	runtime	declared
UnipropsIterator	unique	with	runtime	declared
Unique	batch	elems	runtime	declared
Unique	categorize	as	runtime	declared
Unique	categorize	into	runtime	declared
Unique	classify	as	runtime	declared
Unique	classify	into	runtime	declared
Unique	first	end	runtime	declared
Unique	flatmap	label	runtime	declared
Unique	map	deep	runtime	declared
Unique	map	duck	runtime	declared
Unique	map	flat	runtime	declared
Unique	map	item	runtime	declared
Unique	map	label	runtime	declared
Unique	map	node	runtime	declared
Unique	max	by	runtime	declared
Unique	max	k	runtime	declared
Unique	max	kv	runtime	declared
Unique	max	p	runtime	declared
Unique	max	v	runtime	declared
Unique	min	by	runtime	declared
Unique	min	k	runtime	declared
Unique	min	kv	runtime	declared
Unique	min	p	runtime	declared
Unique	min	v	runtime	declared
Unique	minmax	by	runtime	declared
Unique	repeated	as	runtime	declared
Unique	repeated	with	runtime	declared
Unique	rotor	partial	runtime	declared
Unique	squish	as	runtime	declared
Unique	squish	with	runtime	declared
Unique	toggle	off	runtime	declared
Unique	unique	as	runtime	declared
Unique	unique	with	runtime	declared
UniqueRepeatedAsWith	batch	elems	runtime	declared
UniqueRepeatedAsWith	categorize	as	runtime	declared
UniqueRepeatedAsWith	categorize	into	runtime	declared
UniqueRepeatedAsWith	classify	as	runtime	declared
UniqueRepeatedAsWith	classify	into	runtime	declared
UniqueRepeatedAsWith	first	end	runtime	declared
UniqueRepeatedAsWith	flatmap	label	runtime	declared
UniqueRepeatedAsWith	map	deep	runtime	declared
UniqueRepeatedAsWith	map	duck	runtime	declared
UniqueRepeatedAsWith	map	flat	runtime	declared
UniqueRepeatedAsWith	map	item	runtime	declared
UniqueRepeatedAsWith	map	label	runtime	declared
UniqueRepeatedAsWith	map	node	runtime	declared
UniqueRepeatedAsWith	max	by	runtime	declared
UniqueRepeatedAsWith	max	k	runtime	declared
UniqueRepeatedAsWith	max	kv	runtime	declared
UniqueRepeatedAsWith	max	p	runtime	declared
UniqueRepeatedAsWith	max	v	runtime	declared
UniqueRepeatedAsWith	min	by	runtime	declared
UniqueRepeatedAsWith	min	k	runtime	declared
UniqueRepeatedAsWith	min	kv	runtime	declared
UniqueRepeatedAsWith	min	p	runtime	declared
UniqueRepeatedAsWith	min	v	runtime	declared
UniqueRepeatedAsWith	minmax	by	runtime	declared
UniqueRepeatedAsWith	repeated	as	runtime	declared
UniqueRepeatedAsWith	repeated	with	runtime	declared
UniqueRepeatedAsWith	rotor	partial	runtime	declared
UniqueRepeatedAsWith	squish	as	runtime	declared
UniqueRepeatedAsWith	squish	with	runtime	declared
UniqueRepeatedAsWith	toggle	off	runtime	declared
UniqueRepeatedAsWith	unique	as	runtime	declared
UniqueRepeatedAsWith	unique	with	runtime	declared
UniqueRepeatedWith	batch	elems	runtime	declared
UniqueRepeatedWith	categorize	as	runtime	declared
UniqueRepeatedWith	categorize	into	runtime	declared
UniqueRepeatedWith	classify	as	runtime	declared
UniqueRepeatedWith	classify	into	runtime	declared
UniqueRepeatedWith	first	end	runtime	declared
UniqueRepeatedWith	flatmap	label	runtime	declared
UniqueRepeatedWith	map	deep	runtime	declared
UniqueRepeatedWith	map	duck	runtime	declared
UniqueRepeatedWith	map	flat	runtime	declared
UniqueRepeatedWith	map	item	runtime	declared
UniqueRepeatedWith	map	label	runtime	declared
UniqueRepeatedWith	map	node	runtime	declared
UniqueRepeatedWith	max	by	runtime	declared
UniqueRepeatedWith	max	k	runtime	declared
UniqueRepeatedWith	max	kv	runtime	declared
UniqueRepeatedWith	max	p	runtime	declared
UniqueRepeatedWith	max	v	runtime	declared
UniqueRepeatedWith	min	by	runtime	declared
UniqueRepeatedWith	min	k	runtime	declared
UniqueRepeatedWith	min	kv	runtime	declared
UniqueRepeatedWith	min	p	runtime	declared
UniqueRepeatedWith	min	v	runtime	declared
UniqueRepeatedWith	minmax	by	runtime	declared
UniqueRepeatedWith	repeated	as	runtime	declared
UniqueRepeatedWith	repeated	with	runtime	declared
UniqueRepeatedWith	rotor	partial	runtime	declared
UniqueRepeatedWith	squish	as	runtime	declared
UniqueRepeatedWith	squish	with	runtime	declared
UniqueRepeatedWith	toggle	off	runtime	declared
UniqueRepeatedWith	unique	as	runtime	declared
UniqueRepeatedWith	unique	with	runtime	declared
UnivalsIterator	batch	elems	runtime	declared
UnivalsIterator	categorize	as	runtime	declared
UnivalsIterator	categorize	into	runtime	declared
UnivalsIterator	classify	as	runtime	declared
UnivalsIterator	classify	into	runtime	declared
UnivalsIterator	first	end	runtime	declared
UnivalsIterator	flatmap	label	runtime	declared
UnivalsIterator	map	deep	runtime	declared
UnivalsIterator	map	duck	runtime	declared
UnivalsIterator	map	flat	runtime	declared
UnivalsIterator	map	item	runtime	declared
UnivalsIterator	map	label	runtime	declared
UnivalsIterator	map	node	runtime	declared
UnivalsIterator	max	by	runtime	declared
UnivalsIterator	max	k	runtime	declared
UnivalsIterator	max	kv	runtime	declared
